Transkribus-ID;AkteNummer;Akte_Scan;Tags;Finder-Tags;Datum;Dokumententyp;Titel;Nr. Of Pages;Transkibus-Transkription-Status
6478650;1;Akte_001.2_S022.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.2_S023.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.2_S024.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S001.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S002.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S003.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S004.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S005.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S006.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S007.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S008.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S009.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S010.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S011.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S012.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S013.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S014.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S015.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S016.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S017.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S018.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S019.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S020.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S021.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S022.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S023.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.3_S024.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S001.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S002.jpg;Ja;Handschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S003.jpg;Ja;Handschrift, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S004.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S005.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S006.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S007.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S008.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S009.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S010.jpg;Ja;Maschinell, Handschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S011.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S012.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S013.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S014.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S015.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S016.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S017.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S018.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S019.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S020.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S021.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S022.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S023.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S024.jpg;Ja;Handschrift, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S001.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S002.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S004.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S005.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S006.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S007.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S008.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S009.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S010.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S011.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S012.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S013.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S014.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S015.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S016.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S017.jpg;Ja;Handschrift, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S018.jpg;Ja;Handschrift, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S019.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S020.jpg;Ja;Handschrift, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S021.jpg;Ja;Maschinell;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S022.jpg;Ja;Handschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S023.jpg;Ja;Handschrift, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S024.jpg;Ja;Maschinell, mitUnterschrift;1925 - 1943;Brief;"Erbe ""Walter""";118;Teilweise GT
6478651;2;Akte_002.01_S001.jpg;Ja;Bild;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.01_S002.jpg;Ja;Handschrift, mitUnterschrift;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.01_S003.jpg;Ja;Maschinell;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.02_S001.jpg;Ja;Bild, Maschinell;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.02_S002.jpg;Ja;Handschrift, mitUnterschrift;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.02_S003.jpg;Ja;Maschinell;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.03_S001.jpg;Ja;Bild, Handschrift;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.03_S002.jpg;Ja;Handschrift, mitUnterschrift;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.03_S003.jpg;Ja;Maschinell;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.04_S001.jpg;Ja;Bild;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.04_S002.jpg;Ja;Handschrift, mitUnterschrift;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.04_S003.jpg;Ja;Maschinell;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.05_S001.jpg;Ja;Handschrift;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.05_S002.jpg;Ja;Handschrift, mitUnterschrift;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.05_S003.jpg;Ja;Maschinell;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.06_S001.jpg;Ja;Bild, Handschrift, mitUnterschrift;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.06_S002.jpg;Ja;Handschrift;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.06_S003.jpg;Ja;Maschinell;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.07_S001.jpg;Ja;Handschrift, mitUnterschrift;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.07_S002.jpg;Ja;Handschrift, mitUnterschrift;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.07_S003.jpg;Ja;Maschinell;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.08_S001.jpg;Ja;Bild, Maschinell;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.08_S002.jpg;Ja;Handschrift, mitUnterschrift;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.08_S003.jpg;Ja;Maschinell;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.09_S001.jpg;Ja;Bild, Maschinell;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.09_S002.jpg;Ja;Handschrift, mitUnterschrift;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.09_S003.jpg;Ja;Maschinell;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.10_S001.jpg;Ja;Bild;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.10_S002.jpg;Ja;Handschrift, mitUnterschrift;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.10_S003.jpg;Ja;Maschinell;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.11_S001.jpg;Ja;Handschrift;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.11_S002.jpg;Ja;Handschrift, mitUnterschrift;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.11_S003.jpg;Ja;Maschinell;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.12_S001.jpg;Ja;Handschrift, mitUnterschrift;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.12_S002.jpg;Ja;Handschrift, mitUnterschrift;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.12_S003.jpg;Ja;Maschinell;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.13_S001.jpg;Ja;Maschinell;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.13_S002.jpg;Ja;Maschinell;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.14_S001.jpg;Ja;Maschinell;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.14_S002.jpg;Ja;Maschinell;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.14_S003.jpg;Ja;Maschinell;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.14_S004.jpg;Ja;Maschinell, mitUnterschrift;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.15_S001.jpg;Ja;Bild, Maschinell;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.15_S002.jpg;Ja;Handschrift, mitUnterschrift;1942;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.15_S003.jpg;Ja;Maschinell;1942;Postkarte;Feldpost;32;GT
6478652;3;Akte_003.1_S001.jpg;Ja;Maschinell;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S002.jpg;Ja;Handschrift;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S003.jpg;Ja;Maschinell, mitUnterschrift;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S005.jpg;Ja;Maschinell;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S006.jpg;Ja;mitUnterschrift;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S007.jpg;Ja;Maschinell;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S009.jpg;Ja;Maschinell, mitUnterschrift;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S010.jpg;Ja;Maschinell;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S011.jpg;Ja;Maschinell, mitUnterschrift;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S013.jpg;Ja;Maschinell;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S015.jpg;Ja;Maschinell;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S017.jpg;Ja;Maschinell, mitUnterschrift;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S019.jpg;Ja;Maschinell, mitUnterschrift;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S021.jpg;Ja;Maschinell;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S023.jpg;Ja;Maschinell;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.2_S001.jpg;Ja;Maschinell, mitUnterschrift;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.2_S003.jpg;Ja;Maschinell, mitUnterschrift;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.2_S005.jpg;Ja;Maschinell, mitUnterschrift;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.2_S007.jpg;Ja;Maschinell;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.2_S009.jpg;Ja;Maschinell;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.2_S011.jpg;Ja;Maschinell, mitUnterschrift;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.2_S013.jpg;Ja;Maschinell;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.2_S015.jpg;Ja;Maschinell, mitUnterschrift;1931-1932;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.2_S017.jpg;Ja;Maschinell;1931-1932;Brief;Testament Gustav Will ;24;GT
6478517;4;Akte_004_S001.jpg;ja;Handschrift;1941 - 1944;Protokoll;Jahresplanung 1941-1944;4;Done
6478517;4;Akte_004_S002.jpg;ja;Handschrift;1941 - 1944;Protokoll;Jahresplanung 1941-1944;4;Done
6478517;4;Akte_004_S003.jpg;ja;Handschrift;1941 - 1944;Protokoll;Jahresplanung 1941-1944;4;Done
6478517;4;Akte_004_S004.jpg;ja;Handschrift;1941 - 1944;Protokoll;Jahresplanung 1941-1944;4;Done
6478517;4;Akte_004_S005.jpg;ja;Handschrift;1941 - 1944;Protokoll;Jahresplanung 1941-1944;4;Done
6478517;4;Akte_004_S006.jpg;ja;Handschrift;1941 - 1944;Protokoll;Jahresplanung 1941-1944;4;Done
6478535;5;Akte_005_S001.jpg;Ja;Maschinell;01.01.1944;Protokoll;Aktivmitglieder;4;Done
6478535;5;Akte_005_S002.jpg;Ja;Maschinell;01.01.1944;Protokoll;Aktivmitglieder;4;Done
6478535;5;Akte_005_S003.jpg;Ja;Maschinell;01.01.1944;Protokoll;Aktivmitglieder;4;Done
6478535;5;Akte_005_S004.jpg;Ja;Maschinell;01.01.1944;Protokoll;Aktivmitglieder;4;Done
6478887;6;Akte_006_S001.jpg;Ja;Maschinell;28.07.1944;Brief;50 Jähriges Bestehen (Jubiläum);3;GT
6478887;6;Akte_006_S002.jpg;Ja;Maschinell, mitUnterschrift;28.07.1944;Brief;50 Jähriges Bestehen (Jubiläum);3;GT
6478887;6;Akte_006_S003.jpg;Ja;Maschinell;28.07.1944;Brief;50 Jähriges Bestehen (Jubiläum);3;GT
6478888;7;Akte_007_S001.jpg;Ja;Maschinell;31.05.1944;Brief;NS-Chorstrukturen;6;GT
6478888;7;Akte_007_S002.jpg;Ja;Maschinell;31.05.1944;Brief;NS-Chorstrukturen;6;GT
6478888;7;Akte_007_S003.jpg;Ja;Maschinell;31.05.1944;Brief;NS-Chorstrukturen;6;GT
6478888;7;Akte_007_S004.jpg;Ja;Maschinell;31.05.1944;Brief;NS-Chorstrukturen;6;GT
6478888;7;Akte_007_S005.jpg;Ja;Maschinell;31.05.1944;Brief;NS-Chorstrukturen;6;GT
6478888;7;Akte_007_S006.jpg;Ja;Maschinell;31.05.1944;Brief;NS-Chorstrukturen;6;GT
6478907;8;Akte_008_S001.jpg;Ja;Maschinell;01.03.1944;Brief;Neueinteilung der Sängerkreise;2;GT
6478907;8;Akte_008_S002.jpg;Ja;Maschinell, mitUnterschrift;01.03.1944;Brief;Neueinteilung der Sängerkreise;2;GT
6478947;9;Akte_009_S001.jpg;Ja;Maschinell, mitUnterschrift;23.02.1944;Brief;Elternnachmittag;2;GT
6478947;9;Akte_009_S002.jpg;Ja;Maschinell;23.02.1944;Brief;Elternnachmittag;2;GT
6478948;10;Akte_010_S001.jpg;Vollständig;Maschinell;01.02.1944;Rechnung;Feuerversicherung;1;Done
6478967;11;Akte_011_S001.jpg;Vollständig;Maschinell;23.01.1944;Brief;60ster Geburtstag Hans Habig;1;GT
6478987;12;Akte_012_S001.jpg;Vollständig;Maschinell, mitUnterschrift;02.01.1944;Brief;"Absage ""Schwarz""";1;GT
6479007;13;Akte_013_S001.jpg;Vollständig;Maschinell;01.01.1944;Protokoll;Tagesordnung Neujahrstreffen (NJT) 1944;4;GT
6479007;13;Akte_013_S002.jpg;Vollständig;Maschinell;01.01.1944;Protokoll;Tagesordnung Neujahrstreffen (NJT) 1944;4;GT
6479007;13;Akte_013_S003.jpg;Vollständig;Maschinell;01.01.1944;Protokoll;Tagesordnung Neujahrstreffen (NJT) 1944;4;GT
