"nodegoat ID";"Object ID";Name;"Source Object ID";"Source Value";Analysis;"Alternativer Ort Name";GeoNames;WikidataID;"Teil von - Object ID";"hat Teilorte - Object ID"
ngCJ6s88nETO0ETQoD961rJHzDWZsOJtpEQ;12018068;Würzburg;;;;;2805615;Q2999;12016822;
ngGN9a88rINStIXKsHP69vNPdGgDwSNbtIK;11876698;Gießen;;;;;2920512;;12016822;
ngAH9u28lBnM6CRMmCT03pHPxBUXqMHvnBk;11876692;Schweinfurt;;;;;2834498;;12016822;
ngVC8t78gVsH2XMNhXE5hkCAsWPSlHCuiVp;11876687;Stuttgart;;;;;2825297;;12016822;
ngCJ4C28nDzO6ETsoEL0orJxzEWZsOJDpDw;11922442;"Restaurant Eckard, Murg";;;;"Kaffee Eckard";;;11876503;
ngCJ4C28nDzO6ETsoEL0orJxzEWZsOJDpDw;11922442;"Restaurant Eckard, Murg";;;;"Restaurant Eckard";;;11876503;
ngZG3D98kBGLjBQtlAS7joGIwZzWpLGEmBD;11922439;"Kriegerdenkmal Murg";;;;;;;11876503;
ngTA8r58eUAFeVKBfUs39iAGqVNQjFAsgUX;11920285;"Rheinischer Hof, Murg";;;;"Rheinischer Hof";;;11876503;
ngSZ8q48dTpEdUJEeSB2chZLpTsPiEZrfTm;11920284;"Gasthaus zum Hirschen, Murg";;;;"Lokal zum Hirschen";;;11876503;
ngSZ8q48dTpEdUJEeSB2chZLpTsPiEZrfTm;11920284;"Gasthaus zum Hirschen, Murg";;;;Hirschen;;;11876503;
ngSZ8q48dTpEdUJEeSB2chZLpTsPiEZrfTm;11920284;"Gasthaus zum Hirschen, Murg";;;;"zum Hirschen";;;11876503;
ngSZ8q48dTpEdUJEeSB2chZLpTsPiEZrfTm;11920284;"Gasthaus zum Hirschen, Murg";;;;"Gasthaus zum Hirschen";;;11876503;
ngWD1W08hWDIiYNuiX18jlDTtHQSjIDPjWq;11919510;"Gasthaus Mayerhof, Murg";;;;;;;11876503;
ngVC0Z98gVCH0XMNhVu79kCKsGPR9HCOiWZ;11919509;"Gasthaus Adler, Murg";;;;;;;11876503;
ngUB0M88fUhG9WLYgVN61jBHrVORkGBNhUe;11919508;"Gasthaus Murgtal, Murg";;;;"Saal im Murgtal";;;11876503;
ngUB0M88fUhG9WLYgVN61jBHrVORkGBNhUe;11919508;"Gasthaus Murgtal, Murg";;;;Murgtalsaal;;;11876503;
ngUB0M88fUhG9WLYgVN61jBHrVORkGBNhUe;11919508;"Gasthaus Murgtal, Murg";;;;"Murgtal Saal";;;11876503;
ngUB0M88fUhG9WLYgVN61jBHrVORkGBNhUe;11919508;"Gasthaus Murgtal, Murg";;;;"Saal im Gasthaus Murgtal";;;11876503;
ngUB0M88fUhG9WLYgVN61jBHrVORkGBNhUe;11919508;"Gasthaus Murgtal, Murg";;;;"Gasthaus zum Murgtal";;;11876503;
ngVC6D18gVsHgXMRhXE9gkCEsWvSlHCEiVp;12017061;Karsau;;;;"Karsau (Rheinfelden)";2892659;Q13142730;12016822;
ngQX3M08bRHC3SHMcQ18bfXNnQKNgCXNdRE;12017030;"Universitätsklinik Freiburg";;;;"Universitätsklinik Freiburg im Breisgau";;Q101837145;12016822;
ngQX3M08bRHC3SHMcQ18bfXNnQKNgCXNdRE;12017030;"Universitätsklinik Freiburg";;;;"Chirurgische Klinik Freiburg";;Q101837145;12016822;
ngQX3M08bRHC3SHMcQ18bfXNnQKNgCXNdRE;12017030;"Universitätsklinik Freiburg";;;;"Klinik Freiburg";;Q101837145;12016822;
ngWD8O88hWNIgYNWiW962lDFtW0SiIFhjWA;12016988;Hangelar;;;;;2910927;Q1486892;12016822;
ngJQ7z58uJAV6LARvLS3tyQOgLDGzVQawJX;12016975;Coburg;;;;;2939951;Q14821;12016822;
ngMT2E68xOTYzODkyMF48bThjMGJcYTFzOQ;12016826;München;;;;"Hauptstadt der Bewegung";2867714;Q1726;12016822;
ngHO2H18sHeT5JYHtHQ9uwOMeHBExTOIuHb;12016821;Laufenburg;;;;"Laufenburg (Baden)";6559168;Q539801;12016822;
ngDK1Z78oFUP7FURpDW5nsKMaDdAtPKAqFR;12016817;Karlsruhe;;;;;2892794;Q1040;12016822;
ngTA3P38eTAF6VKBfU413iAIqUNQjFAQgTX;12017033;Bodensee;;;;"Schwäbisches Meer";2659347;Q4127;12016822;
ngTA3P38eTAF6VKBfU413iAIqUNQjFAQgTX;12017033;Bodensee;;;;"Schwäbisches Meer";2659347;Q4127;11876518;
ngTA3P38eTAF6VKBfU413iAIqUNQjFAQgTX;12017033;Bodensee;;;;"Schwäbisches Meer";2659347;Q4127;12018158;
ngNU0F18yNkZyPEFzN29ycUAkOHKdZUGaNh;12041401;Steinen;;;;;6555894;Q62014;12016822;
ngNU0F18yNkZyPEFzN29ycUAkOHKdZUGaNh;12041401;Steinen;;;;;6555894;Q62014;12016981;
ngMT0E08xMjYwODQyMV80bTBjMGJcYTFzMg;12041400;Hochfirst;;;;;;Q897231;12041362;
ngMT0E08xMjYwODQyMV80bTBjMGJcYTFzMg;12041400;Hochfirst;;;;;;Q897231;12041361;
ngHO9b98sJYTtJYHtIQ7rwOceHBExTOcuJV;12041399;Baiersbronn;;;;;6555717;Q81241;12016822;
ngEL9c68pELQqGVEqFX4ptLFbEeBuQLdrEI;12041396;Laun;;;;Louny;3071507;Q616877;12041395;
ngEL9c68pELQqGVEqFX4ptLFbEeBuQLdrEI;12041396;Laun;;;;"Laun an der Eger";3071507;Q616877;12041395;
ngEL9c68pELQqGVEqFX4ptLFbEeBuQLdrEI;12041396;Laun;;;;"Laun a.d.Eger";3071507;Q616877;12041395;
ngDK9x58oEUP0FURpD636sKuaEdAtPKyqER;12041395;"Böhmen & Mähren";;;;Böhmen&Mähren;;Q152750;12016822;
ngDK9x58oEUP0FURpD636sKuaEdAtPKyqER;12041395;"Böhmen & Mähren";;;;"Protektorat Böhmen&Mähren";;Q152750;12016822;
ngDK9x58oEUP0FURpD636sKuaEdAtPKyqER;12041395;"Böhmen & Mähren";;;;"Protektorat Böhmen & Mähren";;Q152750;12016822;
ngBI9v38mCyN8DSJnCa15qIKyCbYrNIwoCv;12041393;"Untere Kuhberg Kaserne Ulm";;;;"Untere Kuhberg Kaserne";;Q125621025;12018153;
ngBI9v38mCyN8DSJnCa15qIKyCbYrNIwoCv;12041393;"Untere Kuhberg Kaserne Ulm";;;;"Untere Kuhberg Kaserne";;Q125621025;12016822;
ngBI9v38mCyN8DSJnCa15qIKyCbYrNIwoCv;12041393;"Untere Kuhberg Kaserne Ulm";;;;"Bleidorn barracks";;Q125621025;12018153;
ngBI9v38mCyN8DSJnCa15qIKyCbYrNIwoCv;12041393;"Untere Kuhberg Kaserne Ulm";;;;"Bleidorn barracks";;Q125621025;12016822;
ngAH9u28lBnM7CRMmBz0lpHFxAUXqMHvnBk;12041392;Günzgen;;;;"Günzgen ü. Waldshut";2913520;;12016822;
ngAH9u28lBnM7CRMmBz0lpHFxAUXqMHvnBk;12041392;Günzgen;;;;"Günzgen ü. Waldshut";2913520;;12041391;
ngAH9u28lBnM7CRMmBz0lpHFxAUXqMHvnBk;12041392;Günzgen;;;;"Günzgen über Waldshut";2913520;;12016822;
ngAH9u28lBnM7CRMmBz0lpHFxAUXqMHvnBk;12041392;Günzgen;;;;"Günzgen über Waldshut";2913520;;12041391;
ngZG9x18kAmLmBQZlZ29loGEwZTWpLGymAj;12041391;Hohentengen;;;;"Hohentengen am Hochrhein";6555913;Q83082;12016822;
ngZG9x18kAmLmBQZlZ29loGEwZTWpLGymAj;12041391;Hohentengen;;;;"Hohentengen am Hochrhein";6555913;Q83082;12016981;
ngYF9w08jAPKlAPCkYx8jnFHvZyVoKFxlAM;12041390;"Pionierkaserne Ulm";;;;;;Q108123612;12018153;
ngXE8v98iZEJkZOFjX079mEMuZRUnJEwkZB;12041389;Schlageterkaserne;;;;;;;12018148;
ngWD8O88hWNIgYNWiYF69lDJtXwS2IFhjWA;12041388;Wittichkaserne;;;;;;Q125592391;12041386;
ngVC8t78gViHfXMNhWu5gkCKsWPSlHCuiVf;12041387;Bren-Kaserne;;;;;;;12016822;
ngVC8t78gViHfXMNhWu5gkCKsWPSlHCuiVf;12041387;Bren-Kaserne;;;;;;;12041367;
ngUB8s68fUhG1WLsgVN47jBtrVuRkGBthUe;12041386;Kassel;;;;;6547484;Q2865;12016822;
ngTA8r58eUAFdVKHfUM3diAoqTNQjFAsgUX;12041385;Neubiberg;;;;;6556328;Q258208;12016822;
ngTA8r58eUAFdVKHfUM3diAoqTNQjFAsgUX;12041385;Neubiberg;;;;;6556328;Q258208;12016826;
ngFM4F58qFsR6HWdrHY30uMScGZCvRMGsFp;11876645;Dresden;;;;;2935022;;12016822;
